city,ymd,bWendu,yWendu,tianqi,fengxiang,fengli,aqi,aqiInfo,aqiLevel
嘉兴,2021-03-09,11°,5°,阴~多云,东北风,2级,45,优,
嘉兴,2021-03-10,15°,8°,多云~小雨,东风,3级,60,良,
嘉兴,2021-03-11,11°,10°,中雨~阴,东南风,3级,53,良,
嘉兴,2021-03-12,13°,4°,阴,西北风,3级,46,优,
嘉兴,2021-03-13,16°,6°,雾~多云,东南风,2级,67,良,
嘉兴,2021-03-14,16°,9°,雾~多云,东南风,3级,81,良,
嘉兴,2021-03-15,25°,13°,阴~小雨,东南风,3级,61,良,
嘉兴,2021-03-16,15°,9°,小雨,东北风,3级,51,良,
嘉兴,2021-03-17,10°,8°,中雨~阴,东北风,2级,58,良,
嘉兴,2021-03-18,15°,11°,阴~小雨,东风,2级,50,优,
嘉兴,2021-03-19,13°,10°,小雨,东北风,2级,56,良,
嘉兴,2021-03-20,11°,8°,阴~小雨,西北风,3级,38,优,
嘉兴,2021-03-21,14°,2°,阴~多云,西北风,3级,94,良,
嘉兴,2021-03-22,14°,3°,多云~晴,西北风,2级,58,良,
嘉兴,2021-03-23,18°,8°,阴~小雨,东南风,3级,69,良,
嘉兴,2021-03-24,17°,6°,小雨~晴,南风,2级,47,优,
嘉兴,2021-03-25,22°,9°,晴,东南风,2级,72,良,
嘉兴,2021-03-26,21°,15°,晴~小雨,东南风,4级,50,优,
嘉兴,2021-03-27,22°,12°,小雨,西南风,3级,40,优,
嘉兴,2021-03-28,24°,12°,雾~晴,西北风,2级,67,良,
嘉兴,2021-03-29,25°,15°,多云~小雨,东南风,3级,80,良,
嘉兴,2021-03-30,20°,14°,小雨,东北风,3级,121,轻度,
嘉兴,2021-03-31,16°,14°,阴~小雨,东风,微,151,中度,
湖州,2021-03-01,13°,4°,小雨,西北风,3级,31,优,
湖州,2021-03-02,10°,2°,多云~阴,北风,3级,35,优,
湖州,2021-03-03,10°,7°,阴~小雨,东南风,3级,55,良,
湖州,2021-03-04,16°,5°,阴~多云,西北风,2级,47,优,
湖州,2021-03-05,12°,8°,小雨,东南风,微,61,良,
湖州,2021-03-06,10°,5°,小雨,东北风,3级,33,优,
湖州,2021-03-07,8°,5°,小雨,北风,3级,39,优,
湖州,2021-03-08,12°,7°,小雨,东南风,微,47,优,
湖州,2021-03-09,10°,6°,小雨~多云,东北风,2级,30,优,
湖州,2021-03-10,16°,8°,多云~小雨,东南风,3级,49,优,
湖州,2021-03-11,11°,9°,中雨~多云,东南风,微,42,优,
湖州,2021-03-12,12°,6°,阴~多云,西北风,3级,39,优,
湖州,2021-03-13,17°,6°,阴~多云,东南风,2级,57,良,
湖州,2021-03-14,19°,9°,多云,东南风,微,66,良,
湖州,2021-03-15,24°,12°,阴~小雨,东南风,2级,66,良,
湖州,2021-03-16,14°,9°,小雨,东北风,3级,56,良,
湖州,2021-03-17,9°,8°,中雨~阴,东风,2级,64,良,
湖州,2021-03-18,14°,11°,阴~小雨,东风,2级,50,优,
湖州,2021-03-19,12°,10°,小雨,东北风,2级,40,优,
湖州,2021-03-20,11°,8°,小雨,西北风,3级,33,优,
湖州,2021-03-21,14°,3°,阴~多云,西北风,3级,80,良,
湖州,2021-03-22,15°,3°,晴,西北风,2级,61,良,
湖州,2021-03-23,19°,10°,阴,东南风,3级,63,良,
湖州,2021-03-24,20°,7°,阴~晴,西南风,微,57,良,
湖州,2021-03-25,23°,8°,晴,东南风,2级,66,良,
湖州,2021-03-26,25°,14°,晴~小雨,东南风,3级,60,良,
湖州,2021-03-27,19°,11°,小雨~多云,西风,2级,42,优,
湖州,2021-03-28,26°,12°,晴,西北风,2级,58,良,
湖州,2021-03-29,27°,15°,晴~小雨,东南风,2级,91,良,
湖州,2021-03-30,20°,13°,阴~小雨,东北风,微,106,轻度,
湖州,2021-03-31,17°,14°,阴~小雨,东风,3级,137,轻度,
绍兴,2021-03-01,14°,5°,中雨~小雨,西北风,2级,33,优,
绍兴,2021-03-02,11°,4°,阴,北风,3级,40,优,
绍兴,2021-03-03,10°,8°,阴~小雨,东南风,2级,41,优,
绍兴,2021-03-04,16°,5°,阴~多云,西风,1级,41,优,
绍兴,2021-03-05,13°,9°,小雨,东南风,2级,44,优,
绍兴,2021-03-06,11°,6°,小雨,东北风,3级,31,优,
绍兴,2021-03-07,8°,6°,小雨,西北风,2级,35,优,
绍兴,2021-03-08,12°,7°,小雨,东北风,2级,42,优,
绍兴,2021-03-09,12°,7°,阴~多云,东北风,微,62,良,
绍兴,2021-03-10,15°,8°,多云~小雨,东北风,2级,54,良,
绍兴,2021-03-11,13°,11°,中雨~小雨,东南风,1级,55,良,
绍兴,2021-03-12,16°,7°,阴,北风,2级,46,优,
绍兴,2021-03-13,18°,7°,多云,东北风,2级,65,良,
绍兴,2021-03-14,18°,10°,阴~多云,东风,1级,117,轻度,
绍兴,2021-03-15,28°,15°,晴~小雨,南风,2级,62,良,
绍兴,2021-03-16,17°,9°,中雨~小雨,东北风,2级,55,良,
绍兴,2021-03-17,10°,8°,小雨~阴,东北风,2级,39,优,
绍兴,2021-03-18,14°,11°,阴~小雨,东北风,微,50,优,
绍兴,2021-03-19,13°,11°,大雨~小雨,北风,1级,54,良,
绍兴,2021-03-20,13°,9°,阴~小雨,西北风,2级,34,优,
绍兴,2021-03-21,14°,5°,阴,北风,3级,87,良,
绍兴,2021-03-22,16°,4°,多云~晴,北风,2级,54,良,
绍兴,2021-03-23,20°,9°,阴~小雨,东南风,2级,60,良,
绍兴,2021-03-24,18°,8°,小雨~晴,东南风,1级,39,优,
绍兴,2021-03-25,21°,10°,小雨~晴,东北风,2级,55,良,
绍兴,2021-03-26,26°,16°,小雨~晴,东南风,微,47,优,
绍兴,2021-03-27,25°,15°,阴~小雨,西南风,2级,48,优,
绍兴,2021-03-28,25°,15°,多云~晴,东风,1级,46,优,
绍兴,2021-03-29,28°,16°,阴~小雨,东南风,1级,57,良,
绍兴,2021-03-30,16°,14°,小雨,东北风,2级,93,良,
绍兴,2021-03-31,21°,15°,小雨,东北风,微,142,轻度,
金华,2021-03-01,14°,7°,小雨,西北风,微,42,优,
金华,2021-03-02,13°,4°,阴,东北风,2级,25,优,
金华,2021-03-03,12°,8°,阴~小雨,东风,1级,50,优,
金华,2021-03-04,17°,8°,阴~多云,西北风,1级,52,良,
金华,2021-03-05,12°,9°,中雨,东北风,微,41,优,
金华,2021-03-06,11°,7°,小雨,东北风,2级,21,优,
金华,2021-03-07,9°,7°,阴,东北风,微,27,优,
金华,2021-03-08,14°,9°,小雨,东北风,1级,36,优,
金华,2021-03-09,14°,7°,小雨~多云,东北风,1级,45,优,
金华,2021-03-10,15°,10°,阴~小雨,东风,2级,51,良,
金华,2021-03-11,15°,12°,小雨,东风,1级,45,优,
金华,2021-03-12,20°,8°,阴,东北风,微,35,优,
金华,2021-03-13,17°,9°,阴,东北风,1级,49,优,
金华,2021-03-14,23°,10°,多云~晴,东风,1级,61,良,
金华,2021-03-15,28°,15°,晴~阴,东南风,微,56,良,
金华,2021-03-16,20°,11°,小雨,东北风,微,54,良,
金华,2021-03-17,13°,11°,中雨~阴,东北风,2级,27,优,
金华,2021-03-18,13°,12°,大雨~小雨,东北风,2级,40,优,
金华,2021-03-19,16°,12°,中雨~小雨,东北风,微,52,良,
金华,2021-03-20,13°,10°,小雨,东北风,1级,26,优,
金华,2021-03-21,12°,5°,小雨~阴,西北风,1级,54,良,
金华,2021-03-22,17°,4°,阴~晴,西北风,1级,70,良,
金华,2021-03-23,21°,9°,多云~小雨,东南风,1级,59,良,
金华,2021-03-24,18°,8°,阴~晴,西北风,1级,54,良,
金华,2021-03-25,23°,9°,晴,东风,微,63,良,
金华,2021-03-26,27°,13°,晴,东南风,2级,48,优,
金华,2021-03-27,28°,17°,多云~中雨,西风,2级,48,优,
金华,2021-03-28,26°,16°,小雨~晴,西北风,2级,45,优,
金华,2021-03-29,26°,17°,中雨~小雨,东南风,1级,71,良,
金华,2021-03-30,20°,16°,小雨~中雨,东北风,2级,61,良,
金华,2021-03-31,24°,18°,中雨~小雨,东南风,1级,42,优,
衢州,2021-03-01,14°,8°,小雨,西北风,微,35,优,
衢州,2021-03-02,13°,4°,阴,东北风,微,22,优,
衢州,2021-03-03,10°,8°,阴~小雨,东北风,2级,48,优,
衢州,2021-03-04,17°,8°,阴~小雨,西南风,微,43,优,
衢州,2021-03-05,11°,9°,中雨,东北风,2级,36,优,
衢州,2021-03-06,11°,7°,小雨,东北风,3级,19,优,
衢州,2021-03-07,8°,7°,阴,东北风,2级,21,优,
衢州,2021-03-08,12°,9°,中雨~小雨,东北风,2级,28,优,
衢州,2021-03-09,16°,8°,阴~多云,东北风,1级,23,优,
衢州,2021-03-10,14°,10°,阴~小雨,东北风,3级,45,优,
衢州,2021-03-11,14°,11°,小雨~阴,东北风,微,32,优,
衢州,2021-03-12,19°,9°,阴~多云,西风,2级,31,优,
衢州,2021-03-13,16°,10°,阴,东北风,2级,54,良,
衢州,2021-03-14,22°,10°,多云~晴,东北风,1级,58,良,
衢州,2021-03-15,27°,15°,晴~小雨,东北风,1级,55,良,
衢州,2021-03-16,19°,12°,小雨,东北风,2级,58,良,
衢州,2021-03-17,13°,11°,中雨~阴,东北风,微,31,优,
衢州,2021-03-18,13°,12°,小雨,东北风,2级,32,优,
衢州,2021-03-19,16°,13°,大雨~中雨,东北风,2级,43,优,
衢州,2021-03-20,13°,9°,小雨,西南风,1级,31,优,
衢州,2021-03-21,12°,5°,小雨~阴,东风,微,45,优,
衢州,2021-03-22,17°,4°,阴~晴,东风,1级,75,良,
衢州,2021-03-23,20°,9°,阴~小雨,东北风,1级,63,良,
衢州,2021-03-24,20°,7°,阴~晴,西南风,微,62,良,
衢州,2021-03-25,23°,9°,晴,东北风,2级,61,良,
衢州,2021-03-26,27°,13°,晴,东北风,微,47,优,
衢州,2021-03-27,28°,16°,阴~小雨,西风,2级,62,良,
衢州,2021-03-28,25°,14°,阴~晴,西南风,2级,38,优,
衢州,2021-03-29,24°,18°,中雨~小雨,东北风,1级,65,良,
衢州,2021-03-30,20°,16°,小雨,东北风,2级,54,良,
衢州,2021-03-31,21°,18°,中雨~小雨,东北风,微,35,优,
舟山,2021-03-01,16°,5°,小雨,西北风,4级,24,优,
舟山,2021-03-02,9°,5°,阴,北风,5级,26,优,
舟山,2021-03-03,12°,9°,阴~小雨,东风,3级,36,优,
舟山,2021-03-04,15°,6°,小雨~晴,西北风,3级,28,优,
舟山,2021-03-05,12°,9°,阴~小雨,东南风,2级,29,优,
舟山,2021-03-06,11°,9°,小雨,东北风,3级,25,优,
舟山,2021-03-07,10°,9°,阴,北风,3级,32,优,
舟山,2021-03-08,14°,8°,阴~小雨,东北风,3级,33,优,
舟山,2021-03-09,12°,8°,阴~多云,东北风,2级,32,优,
舟山,2021-03-10,16°,10°,晴~小雨,东北风,微,41,优,
舟山,2021-03-11,12°,10°,中雨~阴,东南风,3级,40,优,
舟山,2021-03-12,14°,7°,多云~阴,西北风,4级,34,优,
舟山,2021-03-13,16°,7°,阴~多云,东北风,2级,43,优,
舟山,2021-03-14,17°,9°,晴~多云,东南风,3级,45,优,
舟山,2021-03-15,21°,13°,晴~小雨,南风,5级,30,优,
舟山,2021-03-16,16°,9°,阴~小雨,北风,3级,28,优,
舟山,2021-03-17,11°,8°,小雨~多云,东北风,微,48,优,
舟山,2021-03-18,14°,11°,多云~小雨,东北风,2级,47,优,
舟山,2021-03-19,14°,10°,暴雨~小雨,东北风,2级,43,优,
舟山,2021-03-20,12°,7°,阴~多云,西北风,4级,22,优,
舟山,2021-03-21,12°,6°,阴~多云,北风,5级,59,良,
舟山,2021-03-22,14°,5°,多云~晴,北风,3级,42,优,
舟山,2021-03-23,15°,10°,阴~小雨,东南风,微,60,良,
舟山,2021-03-24,14°,10°,中雨~晴,东北风,3级,25,优,
舟山,2021-03-25,20°,10°,晴,北风,微,34,优,
舟山,2021-03-26,19°,14°,多云~小雨,东南风,3级,34,优,
舟山,2021-03-27,20°,13°,小雨,南风,3级,26,优,
舟山,2021-03-28,23°,12°,阴~晴,西北风,2级,46,优,
舟山,2021-03-29,22°,13°,阴~小雨,东南风,3级,40,优,
舟山,2021-03-30,15°,13°,阴~小雨,东北风,微,138,轻度,
舟山,2021-03-31,17°,14°,大雨~小雨,东南风,3级,123,轻度,
台州,2021-03-01,22°,7°,小雨,北风,2级,42,优,
台州,2021-03-02,12°,5°,阴,北风,3级,25,优,
台州,2021-03-03,13°,9°,小雨,北风,2级,36,优,
台州,2021-03-04,19°,7°,阴~晴,西北风,2级,26,优,
台州,2021-03-05,13°,10°,小雨,东北风,微,62,良,
台州,2021-03-06,12°,9°,小雨,东北风,3级,28,优,
台州,2021-03-07,13°,9°,阴,北风,微,33,优,
台州,2021-03-08,14°,8°,阴~小雨,东北风,2级,45,优,
台州,2021-03-09,17°,8°,阴~多云,东北风,2级,41,优,
台州,2021-03-10,16°,10°,阴~小雨,东北风,2级,51,良,
台州,2021-03-11,16°,11°,小雨~多云,西风,1级,61,良,
台州,2021-03-12,20°,8°,多云,北风,3级,41,优,
台州,2021-03-13,16°,10°,阴~小雨,东北风,2级,57,良,
台州,2021-03-14,17°,11°,晴,东风,微,70,良,
台州,2021-03-15,25°,14°,晴,西南风,3级,49,优,
台州,2021-03-16,23°,12°,多云~小雨,东北风,2级,47,优,
台州,2021-03-17,14°,11°,阴,东北风,2级,48,优,
台州,2021-03-18,16°,12°,阴~小雨,东北风,2级,57,良,
台州,2021-03-19,16°,13°,中雨~小雨,东北风,2级,56,良,
台州,2021-03-20,19°,10°,小雨,东北风,2级,45,优,
台州,2021-03-21,14°,6°,阴,北风,3级,73,良,
台州,2021-03-22,14°,5°,阴~晴,东北风,2级,70,良,
台州,2021-03-23,16°,9°,多云~小雨,南风,2级,65,良,
台州,2021-03-24,16°,9°,小雨~晴,西北风,2级,23,优,
台州,2021-03-25,20°,12°,晴~多云,东北风,2级,40,优,
台州,2021-03-26,18°,14°,阴~小雨,西北风,1级,64,良,
台州,2021-03-27,25°,15°,小雨,南风,2级,60,良,
台州,2021-03-28,20°,13°,阴~多云,东风,1级,48,优,
台州,2021-03-29,23°,15°,多云~小雨,南风,2级,54,良,
台州,2021-03-30,20°,16°,小雨,东北风,2级,32,优,
台州,2021-03-31,19°,16°,大雨~小雨,东南风,微,43,优,
丽水,2021-03-01,19°,7°,阴~小雨,东北风,微,36,优,
丽水,2021-03-02,12°,4°,阴,东北风,2级,22,优,
丽水,2021-03-03,13°,9°,小雨,东南风,1级,35,优,
丽水,2021-03-04,17°,9°,阴~晴,北风,1级,39,优,
丽水,2021-03-05,14°,9°,小雨,东南风,1级,29,优,
丽水,2021-03-06,14°,8°,阴~小雨,东北风,微,17,优,
丽水,2021-03-07,9°,8°,小雨~阴,北风,微,21,优,
丽水,2021-03-08,14°,9°,阴~小雨,东北风,1级,32,优,
丽水,2021-03-09,16°,10°,阴,东北风,1级,44,优,
丽水,2021-03-10,16°,9°,阴~小雨,东北风,1级,42,优,
丽水,2021-03-11,18°,13°,小雨,东南风,1级,43,优,
丽水,2021-03-12,20°,8°,阴~多云,东北风,微,41,优,
丽水,2021-03-13,18°,10°,阴~小雨,东北风,1级,47,优,
丽水,2021-03-14,25°,9°,多云~晴,东南风,1级,52,良,
丽水,2021-03-15,29°,14°,晴,东南风,微,53,良,
丽水,2021-03-16,24°,15°,多云~小雨,东北风,1级,57,良,
丽水,2021-03-17,19°,13°,小雨~多云,东北风,1级,35,优,
丽水,2021-03-18,26°,15°,多云,东风,1级,40,优,
丽水,2021-03-19,27°,15°,阴~小雨,东北风,1级,53,良,
丽水,2021-03-20,16°,9°,阴~小雨,东北风,2级,27,优,
丽水,2021-03-21,13°,6°,阴,西北风,2级,55,良,
丽水,2021-03-22,18°,4°,阴~晴,东北风,微,72,良,
丽水,2021-03-23,20°,9°,多云~小雨,东南风,2级,56,良,
丽水,2021-03-24,17°,9°,多云~晴,北风,1级,44,优,
丽水,2021-03-25,24°,8°,雾~晴,东风,1级,51,良,
丽水,2021-03-26,28°,13°,晴~多云,东南风,2级,41,优,
丽水,2021-03-27,31°,17°,阴~小雨,西南风,微,55,良,
丽水,2021-03-28,27°,15°,小雨~多云,北风,1级,48,优,
丽水,2021-03-29,28°,18°,多云~中雨,东南风,微,44,优,
丽水,2021-03-30,21°,17°,小雨,东北风,1级,45,优,
丽水,2021-03-31,24°,17°,中雨~小雨,东南风,微,24,优,
