city,ymd,bWendu,yWendu,tianqi,fengxiang,fengli,aqi,aqiInfo,aqiLevel
杭州,2021-01-31,19°,9°,多云~小雨,西南风,2级,81,良,
杭州,2021-02-01,13°,6°,小雨~多云,北风,微,74,良,
杭州,2021-02-02,9°,4°,阴~多云,东北风,2级,83,良,
杭州,2021-02-03,16°,7°,多云~晴,南风,2级,74,良,
杭州,2021-02-04,12°,8°,晴~小雨,东北风,2级,82,良,
杭州,2021-02-05,10°,7°,小雨,东北风,微,66,良,
杭州,2021-02-06,18°,8°,多云~晴,西风,1级,47,优,
杭州,2021-02-07,19°,9°,多云~小雨,东风,微,48,优,
杭州,2021-02-08,9°,3°,小雨~阴,东北风,3级,55,良,
杭州,2021-02-09,11°,7°,阴~多云,东风,微,28,优,
杭州,2021-02-10,11°,8°,阴~小雨,东南风,1级,40,优,
杭州,2021-02-11,10°,7°,中雨~阴,东北风,3级,24,优,
杭州,2021-02-12,12°,10°,阴,东风,2级,29,优,
杭州,2021-02-13,16°,9°,阴~多云,东风,2级,37,优,
杭州,2021-02-14,20°,8°,中雨~多云,西风,微,37,优,
杭州,2021-02-15,15°,7°,多云~阴,东北风,2级,57,良,
杭州,2021-02-16,13°,3°,阴~晴,东北风,2级,35,优,
杭州,2021-02-17,10°,1°,多云~晴,东北风,微,47,优,
杭州,2021-02-18,13°,3°,晴,北风,2级,46,优,
杭州,2021-02-19,19°,7°,晴,西南风,2级,42,优,
杭州,2021-02-20,24°,12°,晴,西南风,3级,34,优,
杭州,2021-02-21,25°,11°,晴~多云,西南风,2级,37,优,
杭州,2021-02-22,27°,7°,阴~多云,东北风,2级,57,良,
杭州,2021-02-23,14°,7°,多云,东北风,3级,48,优,
杭州,2021-02-24,16°,9°,晴~多云,东风,3级,38,优,
杭州,2021-02-25,16°,9°,阴~小雨,西北风,微,37,优,
杭州,2021-02-26,9°,8°,中雨~小雨,北风,3级,19,优,
杭州,2021-02-27,12°,10°,小雨~阴,东北风,2级,39,优,
杭州,2021-02-28,14°,10°,小雨,东南风,微,32,优,
杭州,2021-03-01,13°,5°,小雨,西北风,3级,28,优,
杭州,2021-03-02,12°,4°,阴~多云,东北风,3级,37,优,
杭州,2021-03-03,10°,7°,阴~小雨,东南风,2级,49,优,
杭州,2021-03-04,17°,7°,阴~多云,西风,微,37,优,
杭州,2021-03-05,13°,8°,小雨,东风,2级,68,良,
杭州,2021-03-06,10°,6°,小雨,东北风,3级,29,优,
杭州,2021-03-07,6°,5°,小雨,北风,2级,28,优,
杭州,2021-03-08,11°,8°,小雨,东北风,2级,30,优,
杭州,2021-03-09,12°,8°,阴,东北风,2级,40,优,
杭州,2021-03-10,15°,9°,阴~小雨,东风,微,44,优,
杭州,2021-03-11,12°,10°,小雨,东南风,微,46,优,
杭州,2021-03-12,16°,7°,多云~阴,北风,微,28,优,
杭州,2021-03-13,16°,8°,阴,东北风,2级,57,良,
杭州,2021-03-14,19°,10°,多云,东风,2级,72,良,
杭州,2021-03-15,27°,15°,多云~中雨,西南风,2级,53,良,
杭州,2021-03-16,15°,9°,中雨~小雨,东北风,2级,41,优,
杭州,2021-03-17,10°,8°,小雨~阴,东北风,微,39,优,
杭州,2021-03-18,13°,10°,阴~小雨,东北风,2级,54,良,
杭州,2021-03-19,12°,11°,大雨~小雨,东北风,微,42,优,
杭州,2021-03-20,12°,9°,阴~小雨,西北风,微,27,优,
杭州,2021-03-21,14°,5°,阴~多云,西北风,3级,64,良,
杭州,2021-03-22,17°,5°,多云~晴,西北风,2级,52,良,
杭州,2021-03-23,20°,9°,多云~小雨,东南风,2级,66,良,
杭州,2021-03-24,18°,8°,多云~晴,西南风,1级,49,优,
杭州,2021-03-25,22°,9°,晴,东风,2级,61,良,
杭州,2021-03-26,27°,15°,晴~小雨,东南风,2级,63,良,
杭州,2021-03-27,26°,14°,小雨,西风,2级,34,优,
杭州,2021-03-28,26°,14°,晴,东风,1级,50,优,
杭州,2021-03-29,28°,16°,多云~小雨,东风,2级,72,良,
杭州,2021-03-30,17°,13°,小雨,东北风,2级,103,轻度,
杭州,2021-03-31,20°,16°,小雨,东北风,2级,143,轻度,
宁波,2021-01-01,6°,-3°,晴,西北风,2级,72,良,
宁波,2021-01-02,9°,0°,晴~多云,西北风,2级,76,良,
宁波,2021-01-03,11°,6°,阴~小雨,东北风,2级,77,良,
宁波,2021-01-04,13°,5°,阴,东北风,1级,71,良,
宁波,2021-01-05,9°,2°,阴~多云,东北风,3级,47,优,
宁波,2021-01-06,6°,-3°,阴,北风,3级,42,优,
宁波,2021-01-07,1°,-5°,阴,西北风,4级,62,良,
宁波,2021-01-08,0°,-5°,多云~晴,西北风,4级,47,优,
宁波,2021-01-09,3°,-4°,多云,西北风,3级,56,良,
宁波,2021-01-10,6°,-4°,多云,西北风,2级,67,良,
宁波,2021-01-11,7°,-2°,多云~晴,西北风,3级,83,良,
宁波,2021-01-12,11°,0°,晴,西风,2级,78,良,
宁波,2021-01-13,18°,2°,晴,南风,2级,69,良,
宁波,2021-01-14,19°,5°,多云~晴,东南风,2级,66,良,
宁波,2021-01-15,21°,4°,晴~多云,西风,2级,80,良,
宁波,2021-01-16,8°,0°,阴,北风,3级,78,良,
宁波,2021-01-17,7°,-4°,晴,西北风,3级,56,良,
宁波,2021-01-18,12°,-1°,晴,西南风,微,81,良,
宁波,2021-01-19,12°,3°,晴~多云,东南风,2级,77,良,
宁波,2021-01-20,14°,10°,阴,东南风,2级,56,良,
宁波,2021-01-21,19°,9°,阴~小雨,东南风,2级,52,良,
宁波,2021-01-22,12°,8°,小雨,北风,2级,39,优,
宁波,2021-01-23,9°,6°,阴,西北风,微,56,良,
宁波,2021-01-24,8°,6°,阴,西北风,2级,83,良,
宁波,2021-01-25,14°,9°,阴~小雨,东南风,1级,76,良,
宁波,2021-01-26,11°,7°,阴~小雨,西北风,3级,37,优,
宁波,2021-01-27,9°,5°,阴~小雨,北风,2级,42,优,
宁波,2021-01-28,12°,-1°,多云~晴,西北风,3级,70,良,
宁波,2021-01-29,9°,-1°,晴,东北风,2级,52,良,
宁波,2021-01-30,16°,7°,晴~多云,东南风,2级,51,良,
宁波,2021-01-31,20°,9°,阴~小雨,南风,2级,34,优,
宁波,2021-02-01,15°,4°,小雨,西北风,2级,60,良,
宁波,2021-02-02,10°,2°,多云,东北风,2级,51,良,
宁波,2021-02-03,16°,6°,晴,东南风,微,58,良,
宁波,2021-02-04,11°,7°,晴~多云,东北风,2级,81,良,
宁波,2021-02-05,16°,8°,阴~小雨,南风,微,75,良,
宁波,2021-02-06,18°,7°,多云~晴,西北风,2级,58,良,
宁波,2021-02-07,20°,8°,多云~阴,东南风,2级,61,良,
宁波,2021-02-08,9°,5°,小雨~阴,东北风,3级,38,优,
宁波,2021-02-09,13°,6°,阴,东风,2级,23,优,
宁波,2021-02-10,11°,8°,阴~小雨,东南风,2级,29,优,
宁波,2021-02-11,11°,9°,中雨~小雨,东北风,2级,31,优,
宁波,2021-02-12,13°,9°,小雨~阴,东北风,1级,39,优,
宁波,2021-02-13,16°,10°,阴,东北风,1级,47,优,
宁波,2021-02-14,20°,10°,雾~晴,西风,1级,47,优,
宁波,2021-02-15,14°,5°,多云~阴,北风,3级,51,良,
宁波,2021-02-16,10°,2°,阴~多云,东风,2级,45,优,
宁波,2021-02-17,9°,-1°,多云~晴,北风,微,42,优,
宁波,2021-02-18,11°,0°,晴,西北风,3级,44,优,
宁波,2021-02-19,19°,6°,多云~晴,南风,2级,46,优,
宁波,2021-02-20,24°,8°,阴~晴,西南风,2级,39,优,
宁波,2021-02-21,26°,10°,晴~多云,南风,2级,33,优,
宁波,2021-02-22,26°,7°,阴~多云,北风,2级,64,良,
宁波,2021-02-23,13°,6°,多云,东北风,微,37,优,
宁波,2021-02-24,15°,11°,多云~阴,东南风,微,34,优,
宁波,2021-02-25,23°,9°,阴~小雨,西南风,3级,51,良,
宁波,2021-02-26,10°,9°,中雨~小雨,西北风,3级,19,优,
宁波,2021-02-27,12°,9°,小雨,东北风,2级,22,优,
宁波,2021-02-28,15°,11°,阴~小雨,东北风,1级,31,优,
宁波,2021-03-01,15°,5°,小雨,西北风,3级,38,优,
宁波,2021-03-02,10°,3°,阴,西北风,3级,22,优,
宁波,2021-03-03,11°,8°,阴~小雨,东南风,2级,36,优,
宁波,2021-03-04,15°,5°,小雨~晴,西北风,2级,40,优,
宁波,2021-03-05,13°,9°,小雨~中雨,东南风,微,52,良,
宁波,2021-03-06,11°,8°,小雨,东北风,3级,26,优,
宁波,2021-03-07,9°,8°,小雨~阴,西北风,2级,20,优,
宁波,2021-03-08,14°,8°,阴~小雨,东北风,2级,34,优,
宁波,2021-03-09,14°,7°,阴,东北风,2级,36,优,
宁波,2021-03-10,17°,9°,多云~小雨,东北风,2级,44,优,
宁波,2021-03-11,13°,10°,中雨~阴,东南风,2级,45,优,
宁波,2021-03-12,14°,6°,阴,西北风,3级,35,优,
宁波,2021-03-13,17°,7°,阴,东北风,微,49,优,
宁波,2021-03-14,20°,10°,多云,东南风,2级,53,良,
宁波,2021-03-15,26°,14°,多云~小雨,南风,3级,31,优,
宁波,2021-03-16,17°,9°,小雨,北风,2级,35,优,
宁波,2021-03-17,10°,8°,中雨~多云,东北风,2级,51,良,
宁波,2021-03-18,15°,11°,小雨,东北风,微,41,优,
宁波,2021-03-19,15°,11°,大雨~小雨,东北风,1级,48,优,
宁波,2021-03-20,13°,9°,小雨,西北风,3级,28,优,
宁波,2021-03-21,14°,4°,阴,西北风,3级,56,良,
宁波,2021-03-22,15°,3°,多云~晴,西北风,2级,43,优,
宁波,2021-03-23,18°,9°,阴~小雨,东南风,3级,60,良,
宁波,2021-03-24,15°,6°,中雨~晴,东北风,微,34,优,
宁波,2021-03-25,21°,6°,晴,东北风,2级,52,良,
宁波,2021-03-26,21°,17°,多云,东南风,微,38,优,
宁波,2021-03-27,26°,16°,小雨,东南风,2级,37,优,
宁波,2021-03-28,24°,12°,阴~晴,北风,2级,46,优,
宁波,2021-03-29,26°,14°,阴~小雨,东南风,2级,44,优,
宁波,2021-03-30,18°,14°,阴~小雨,东北风,2级,79,良,
宁波,2021-03-31,21°,17°,中雨~小雨,东南风,2级,102,轻度,
温州,2021-01-01,9°,-1°,晴,东北风,1级,63,良,
温州,2021-01-02,12°,2°,晴~多云,东北风,2级,69,良,
温州,2021-01-03,12°,7°,阴~多云,东北风,2级,97,良,
温州,2021-01-04,16°,7°,阴~小雨,东北风,2级,76,良,
温州,2021-01-05,13°,7°,阴,东北风,2级,42,优,
温州,2021-01-06,10°,4°,阴,东北风,2级,43,优,
温州,2021-01-07,5°,-2°,阴,西北风,3级,68,良,
温州,2021-01-08,6°,-1°,阴~晴,西北风,2级,46,优,
温州,2021-01-09,9°,-4°,晴,西北风,2级,51,良,
温州,2021-01-10,8°,1°,晴~多云,东北风,1级,68,良,
温州,2021-01-11,10°,0°,阴~晴,西北风,2级,83,良,
温州,2021-01-12,14°,0°,晴,西北风,1级,86,良,
温州,2021-01-13,15°,2°,多云~晴,西南风,1级,82,良,
温州,2021-01-14,18°,5°,多云~晴,西北风,1级,81,良,
温州,2021-01-15,22°,6°,多云~晴,西北风,1级,73,良,
温州,2021-01-16,14°,5°,晴~多云,东北风,2级,108,轻度,
温州,2021-01-17,12°,1°,多云~晴,北风,2级,68,良,
温州,2021-01-18,14°,-1°,晴,东北风,1级,83,良,
温州,2021-01-19,15°,10°,多云~阴,东北风,2级,82,良,
温州,2021-01-20,11°,12°,小雨,西北风,1级,74,良,
温州,2021-01-21,18°,11°,中雨~阴,北风,1级,49,优,
温州,2021-01-22,22°,10°,阴~小雨,东风,1级,45,优,
温州,2021-01-23,19°,7°,阴~晴,东北风,1级,48,优,
温州,2021-01-24,15°,12°,多云~小雨,东北风,微,46,优,
温州,2021-01-25,17°,11°,阴~多云,东南风,1级,46,优,
温州,2021-01-26,17°,11°,阴~小雨,东北风,1级,44,优,
温州,2021-01-27,14°,10°,阴~小雨,东风,2级,34,优,
温州,2021-01-28,17°,4°,多云~晴,西北风,2级,40,优,
温州,2021-01-29,12°,2°,晴,东北风,2级,87,良,
温州,2021-01-30,15°,9°,晴~多云,东南风,1级,57,良,
温州,2021-01-31,20°,11°,多云,南风,1级,50,优,
温州,2021-02-01,24°,10°,阴~多云,东北风,1级,52,良,
温州,2021-02-02,17°,7°,阴~多云,东风,2级,67,良,
温州,2021-02-03,15°,9°,多云~晴,东南风,1级,64,良,
温州,2021-02-04,18°,10°,多云,东风,2级,88,良,
温州,2021-02-05,21°,12°,多云,东南风,1级,87,良,
温州,2021-02-06,21°,13°,阴~多云,东南风,微,70,良,
温州,2021-02-07,21°,12°,多云~小雨,东南风,1级,51,良,
温州,2021-02-08,15°,9°,阴,东北风,2级,44,优,
温州,2021-02-09,12°,10°,阴~小雨,东风,微,26,优,
温州,2021-02-10,12°,8°,中雨,北风,微,39,优,
温州,2021-02-11,13°,11°,中雨~小雨,北风,2级,30,优,
温州,2021-02-12,17°,11°,阴,北风,微,72,良,
温州,2021-02-13,21°,12°,阴~多云,东北风,微,32,优,
温州,2021-02-14,24°,10°,阴~晴,西风,1级,39,优,
温州,2021-02-15,23°,11°,晴~阴,东风,2级,53,良,
温州,2021-02-16,12°,8°,小雨,东风,1级,75,良,
温州,2021-02-17,16°,6°,多云,东北风,2级,46,优,
温州,2021-02-18,16°,4°,晴,东北风,1级,41,优,
温州,2021-02-19,17°,6°,晴~多云,南风,1级,51,良,
温州,2021-02-20,25°,8°,多云~晴,西南风,微,45,优,
温州,2021-02-21,22°,11°,多云,东南风,1级,65,良,
温州,2021-02-22,20°,13°,阴~小雨,东北风,1级,87,良,
温州,2021-02-23,19°,10°,阴~多云,东风,微,69,良,
温州,2021-02-24,16°,13°,阴~小雨,东风,1级,46,优,
温州,2021-02-25,20°,12°,阴~小雨,东北风,1级,65,良,
温州,2021-02-26,15°,10°,中雨~小雨,西北风,2级,38,优,
温州,2021-02-27,17°,8°,阴~多云,西北风,微,16,优,
温州,2021-02-28,23°,13°,多云~小雨,东北风,微,25,优,
温州,2021-03-01,20°,8°,阴~小雨,东南风,1级,50,优,
温州,2021-03-02,13°,6°,阴~多云,北风,2级,23,优,
温州,2021-03-03,14°,10°,阴~小雨,东北风,1级,41,优,
温州,2021-03-04,20°,8°,阴~多云,西北风,1级,32,优,
温州,2021-03-05,13°,10°,中雨~小雨,东风,微,48,优,
温州,2021-03-06,13°,10°,小雨,东北风,微,28,优,
温州,2021-03-07,14°,8°,阴~多云,北风,微,30,优,
温州,2021-03-08,16°,8°,阴,东风,2级,41,优,
温州,2021-03-09,19°,10°,阴,东风,微,48,优,
温州,2021-03-10,17°,10°,阴~小雨,东风,2级,52,良,
温州,2021-03-11,16°,12°,小雨~多云,西北风,1级,66,良,
温州,2021-03-12,23°,11°,阴~多云,东风,1级,62,良,
温州,2021-03-13,16°,10°,阴~小雨,东南风,2级,56,良,
温州,2021-03-14,21°,9°,多云~晴,东南风,微,62,良,
温州,2021-03-15,25°,13°,晴,东南风,微,55,良,
温州,2021-03-16,25°,13°,多云~小雨,东南风,2级,64,良,
温州,2021-03-17,16°,12°,阴,东南风,2级,48,优,
温州,2021-03-18,20°,14°,多云~小雨,东南风,微,72,良,
温州,2021-03-19,23°,15°,阴~小雨,东南风,微,68,良,
温州,2021-03-20,22°,11°,小雨,东南风,微,41,优,
温州,2021-03-21,13°,8°,阴,西北风,2级,46,优,
温州,2021-03-22,18°,5°,阴~晴,东北风,2级,77,良,
温州,2021-03-23,17°,9°,多云~小雨,东南风,微,63,良,
温州,2021-03-24,20°,7°,多云~晴,西北风,微,43,优,
温州,2021-03-25,23°,9°,晴~多云,东风,2级,50,优,
温州,2021-03-26,20°,14°,阴~小雨,东风,1级,54,良,
温州,2021-03-27,24°,15°,阴~小雨,东南风,1级,71,良,
温州,2021-03-28,22°,14°,小雨~多云,东南风,微,60,良,
温州,2021-03-29,25°,17°,多云~小雨,东南风,微,57,良,
温州,2021-03-30,24°,17°,小雨,东北风,1级,41,优,
温州,2021-03-31,18°,16°,中雨~小雨,南风,1级,40,优,
嘉兴,2021-01-01,5°,-4°,晴,西风,2级,65,良,
嘉兴,2021-01-02,8°,-2°,晴~多云,东北风,2级,86,良,
嘉兴,2021-01-03,11°,3°,多云~阴,东北风,2级,75,良,
嘉兴,2021-01-04,12°,6°,阴,东风,3级,53,良,
嘉兴,2021-01-05,8°,1°,阴~多云,东北风,3级,56,良,
嘉兴,2021-01-06,4°,-4°,阴,西北风,2级,49,优,
嘉兴,2021-01-07,-2°,-6°,阴,西北风,4级,64,良,
嘉兴,2021-01-08,0°,-6°,阴~晴,西北风,3级,58,良,
嘉兴,2021-01-09,3°,-3°,晴~阴,西北风,3级,64,良,
嘉兴,2021-01-10,5°,-4°,多云,西北风,2级,78,良,
嘉兴,2021-01-11,6°,-2°,多云~晴,西北风,3级,80,良,
嘉兴,2021-01-12,10°,0°,晴,西南风,3级,86,良,
嘉兴,2021-01-13,16°,0°,晴~多云,西南风,3级,85,良,
嘉兴,2021-01-14,18°,4°,阴~晴,东南风,2级,87,良,
嘉兴,2021-01-15,19°,2°,晴~多云,西北风,3级,96,良,
嘉兴,2021-01-16,6°,0°,阴~多云,东北风,3级,78,良,
嘉兴,2021-01-17,6°,-2°,多云~晴,西北风,2级,66,良,
嘉兴,2021-01-18,11°,0°,晴,西南风,2级,92,良,
嘉兴,2021-01-19,10°,4°,晴,东南风,3级,99,良,
嘉兴,2021-01-20,15°,9°,晴~小雨,东南风,3级,53,良,
嘉兴,2021-01-21,20°,10°,阴~小雨,西南风,2级,55,良,
嘉兴,2021-01-22,11°,7°,小雨,东北风,2级,71,良,
嘉兴,2021-01-23,8°,3°,小雨~阴,西北风,微,44,优,
嘉兴,2021-01-24,7°,6°,阴~多云,东北风,2级,121,轻度,
嘉兴,2021-01-25,13°,8°,阴~小雨,东南风,3级,78,良,
嘉兴,2021-01-26,8°,6°,阴,西北风,3级,54,良,
嘉兴,2021-01-27,9°,5°,阴~小雨,东北风,2级,59,良,
嘉兴,2021-01-28,11°,-2°,多云~晴,西北风,3级,89,良,
嘉兴,2021-01-29,8°,1°,晴,东南风,2级,64,良,
嘉兴,2021-01-30,14°,8°,多云~阴,东南风,2级,72,良,
嘉兴,2021-01-31,17°,8°,多云~小雨,西南风,2级,76,良,
嘉兴,2021-02-01,12°,4°,小雨~多云,西北风,2级,75,良,
嘉兴,2021-02-02,10°,3°,阴~晴,东北风,2级,87,良,
嘉兴,2021-02-03,16°,6°,晴,东南风,3级,69,良,
嘉兴,2021-02-04,13°,6°,晴~小雨,东北风,3级,96,良,
嘉兴,2021-02-05,10°,6°,小雨~雾,东南风,2级,78,良,
嘉兴,2021-02-06,18°,4°,晴,西北风,2级,56,良,
嘉兴,2021-02-07,20°,6°,雾~小雨,东南风,2级,71,良,
嘉兴,2021-02-08,9°,2°,阴,东北风,3级,47,优,
嘉兴,2021-02-09,10°,6°,多云~阴,东南风,3级,29,优,
嘉兴,2021-02-10,11°,8°,阴~小雨,东南风,3级,35,优,
嘉兴,2021-02-11,9°,7°,中雨~小雨,东北风,3级,32,优,
嘉兴,2021-02-12,12°,8°,阴,东风,微,40,优,
嘉兴,2021-02-13,16°,8°,多云,东南风,2级,43,优,
嘉兴,2021-02-14,19°,8°,阴~晴,西风,2级,43,优,
嘉兴,2021-02-15,14°,5°,阴,北风,3级,60,良,
嘉兴,2021-02-16,13°,2°,阴~晴,东北风,微,43,优,
嘉兴,2021-02-17,7°,0°,晴,北风,3级,45,优,
嘉兴,2021-02-18,10°,0°,晴,西北风,2级,48,优,
嘉兴,2021-02-19,18°,8°,多云~晴,西南风,微,52,良,
嘉兴,2021-02-20,23°,9°,晴,西南风,3级,44,优,
嘉兴,2021-02-21,25°,12°,晴~多云,西南风,3级,48,优,
嘉兴,2021-02-22,26°,6°,阴~多云,西北风,3级,70,良,
嘉兴,2021-02-23,15°,5°,多云,东北风,3级,44,优,
嘉兴,2021-02-24,14°,9°,晴~多云,东风,微,41,优,
嘉兴,2021-02-25,17°,8°,小雨,东北风,微,50,优,
嘉兴,2021-02-26,9°,8°,中雨~小雨,北风,3级,28,优,
嘉兴,2021-02-27,12°,10°,阴~小雨,东北风,3级,31,优,
嘉兴,2021-02-28,13°,12°,小雨,东南风,微,28,优,
嘉兴,2021-03-01,13°,3°,小雨,西北风,3级,30,优,
嘉兴,2021-03-02,10°,3°,阴,北风,3级,49,优,
嘉兴,2021-03-03,10°,8°,阴~小雨,东南风,3级,49,优,
嘉兴,2021-03-04,15°,4°,阴~多云,西北风,2级,52,良,
嘉兴,2021-03-05,11°,9°,小雨,东南风,3级,65,良,
嘉兴,2021-03-06,11°,6°,小雨,东北风,3级,34,优,
嘉兴,2021-03-07,8°,7°,中雨~阴,西北风,微,36,优,
嘉兴,2021-03-08,12°,8°,雾~小雨,东风,3级,43,优,
嘉兴,2021-03-09,11°,5°,阴~多云,东北风,2级,45,优,
嘉兴,2021-03-10,15°,8°,多云~小雨,东风,3级,60,良,
嘉兴,2021-03-11,11°,10°,中雨~阴,东南风,3级,53,良,
嘉兴,2021-03-12,13°,4°,阴,西北风,3级,46,优,
嘉兴,2021-03-13,16°,6°,雾~多云,东南风,2级,67,良,
嘉兴,2021-03-14,16°,9°,雾~多云,东南风,3级,81,良,
嘉兴,2021-03-15,25°,13°,阴~小雨,东南风,3级,61,良,
嘉兴,2021-03-16,15°,9°,小雨,东北风,3级,51,良,
嘉兴,2021-03-17,10°,8°,中雨~阴,东北风,2级,58,良,
嘉兴,2021-03-18,15°,11°,阴~小雨,东风,2级,50,优,
嘉兴,2021-03-19,13°,10°,小雨,东北风,2级,56,良,
嘉兴,2021-03-20,11°,8°,阴~小雨,西北风,3级,38,优,
嘉兴,2021-03-21,14°,2°,阴~多云,西北风,3级,94,良,
嘉兴,2021-03-22,14°,3°,多云~晴,西北风,2级,58,良,
嘉兴,2021-03-23,18°,8°,阴~小雨,东南风,3级,69,良,
嘉兴,2021-03-24,17°,6°,小雨~晴,南风,2级,47,优,
嘉兴,2021-03-25,22°,9°,晴,东南风,2级,72,良,
嘉兴,2021-03-26,21°,15°,晴~小雨,东南风,4级,50,优,
嘉兴,2021-03-27,22°,12°,小雨,西南风,3级,40,优,
嘉兴,2021-03-28,24°,12°,雾~晴,西北风,2级,67,良,
嘉兴,2021-03-29,25°,15°,多云~小雨,东南风,3级,80,良,
嘉兴,2021-03-30,20°,14°,小雨,东北风,3级,121,轻度,
嘉兴,2021-03-31,16°,14°,阴~小雨,东风,微,151,中度,
湖州,2021-01-01,6°,-3°,阴~晴,西南风,2级,57,良,
湖州,2021-01-02,7°,-1°,晴,东北风,2级,67,良,
湖州,2021-01-03,10°,1°,多云~阴,东风,3级,88,良,
湖州,2021-01-04,12°,4°,阴~小雨,东风,2级,53,良,
湖州,2021-01-05,7°,1°,阴,东北风,3级,50,优,
湖州,2021-01-06,4°,-4°,阴,北风,3级,48,优,
湖州,2021-01-07,-2°,-6°,阴,西北风,4级,80,良,
湖州,2021-01-08,0°,-5°,多云~晴,西北风,微,56,良,
湖州,2021-01-09,4°,-3°,晴~阴,西北风,3级,57,良,
湖州,2021-01-10,5°,-3°,多云,西北风,2级,61,良,
湖州,2021-01-11,6°,-3°,多云~晴,西北风,3级,73,良,
湖州,2021-01-12,12°,0°,晴,西南风,3级,81,良,
湖州,2021-01-13,18°,1°,晴~多云,西南风,2级,79,良,
湖州,2021-01-14,17°,2°,阴~晴,东南风,2级,85,良,
湖州,2021-01-15,20°,1°,晴~多云,西北风,微,116,轻度,
湖州,2021-01-16,6°,-2°,阴~多云,东北风,3级,80,良,
湖州,2021-01-17,6°,-3°,晴,北风,2级,70,良,
湖州,2021-01-18,12°,0°,晴,西南风,2级,83,良,
湖州,2021-01-19,12°,2°,晴,东南风,3级,85,良,
湖州,2021-01-20,16°,8°,晴~多云,东南风,3级,64,良,
湖州,2021-01-21,18°,8°,阴~小雨,北风,2级,63,良,
湖州,2021-01-22,10°,6°,小雨,北风,2级,67,良,
湖州,2021-01-23,7°,3°,小雨~阴,北风,3级,39,优,
湖州,2021-01-24,10°,5°,阴~多云,东北风,2级,87,良,
湖州,2021-01-25,12°,7°,阴~小雨,东南风,2级,68,良,
湖州,2021-01-26,6°,5°,阴~小雨,西北风,3级,62,良,
湖州,2021-01-27,8°,5°,雾~小雨,东北风,2级,56,良,
湖州,2021-01-28,12°,-1°,晴,西北风,3级,79,良,
湖州,2021-01-29,10°,0°,晴,东南风,微,83,良,
湖州,2021-01-30,14°,7°,多云~阴,东南风,2级,78,良,
湖州,2021-01-31,15°,8°,阴~小雨,西南风,微,77,良,
湖州,2021-02-01,10°,5°,小雨~多云,西北风,微,56,良,
湖州,2021-02-02,8°,4°,阴,东北风,2级,83,良,
湖州,2021-02-03,15°,5°,多云~晴,东南风,2级,77,良,
湖州,2021-02-04,12°,7°,晴~小雨,东北风,2级,72,良,
湖州,2021-02-05,9°,6°,小雨~晴,东南风,2级,58,良,
湖州,2021-02-06,19°,5°,晴,西南风,微,42,优,
湖州,2021-02-07,20°,7°,多云~小雨,东北风,2级,58,良,
湖州,2021-02-08,8°,2°,阴,东北风,3级,47,优,
湖州,2021-02-09,12°,6°,多云~阴,东南风,3级,31,优,
湖州,2021-02-10,11°,8°,阴~小雨,东南风,2级,34,优,
湖州,2021-02-11,9°,7°,大雨~阴,东南风,微,27,优,
湖州,2021-02-12,12°,7°,阴,东南风,2级,34,优,
湖州,2021-02-13,16°,9°,阴~多云,东南风,2级,41,优,
湖州,2021-02-14,21°,8°,小雨~晴,西风,2级,38,优,
